"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - IBA|DK2","Generation / - Imbalance price [Currency/MWh] - IBA|DK2","Price for consumption [Currency/MWh] - IBA|DK2","Currency","Status","Total Imbalance [MWh] - IBA|DK2","Difference","Situation","Status"
"24.03.2023 04:00 - 24.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","102","","Deficit","Final"
"24.03.2023 05:00 - 24.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"24.03.2023 06:00 - 24.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","86","","Deficit","Final"
"24.03.2023 07:00 - 24.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","90","","Deficit","Final"
"24.03.2023 08:00 - 24.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","232","","Deficit","Final"
"24.03.2023 09:00 - 24.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","552","","Deficit","Final"
"24.03.2023 10:00 - 24.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","306","","Deficit","Final"
"24.03.2023 11:00 - 24.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","49","","Surplus","Final"
"24.03.2023 12:00 - 24.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","223","","Surplus","Final"
"24.03.2023 13:00 - 24.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","50","","Surplus","Final"
"24.03.2023 14:00 - 24.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","145","","Surplus","Final"
"24.03.2023 15:00 - 24.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","76","","Surplus","Final"
"24.03.2023 16:00 - 24.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","182","","Surplus","Final"
"24.03.2023 17:00 - 24.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","335","","Surplus","Final"
"24.03.2023 18:00 - 24.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","229","","Surplus","Final"
"24.03.2023 19:00 - 24.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","98","","Surplus","Final"
"24.03.2023 20:00 - 24.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","206","","Surplus","Final"
"24.03.2023 21:00 - 24.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","180","","Surplus","Final"
"24.03.2023 22:00 - 24.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","210","","Surplus","Final"
"24.03.2023 23:00 - 25.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","81","","Deficit","Final"
"25.03.2023 00:00 - 25.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","16","","Deficit","Final"
"25.03.2023 01:00 - 25.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","201","","Deficit","Final"
"25.03.2023 02:00 - 25.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","219","","Deficit","Final"
"25.03.2023 03:00 - 25.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","211","","Deficit","Final"
"25.03.2023 04:00 - 25.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","196","","Deficit","Final"
"25.03.2023 05:00 - 25.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","188","","Deficit","Final"
"25.03.2023 06:00 - 25.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","113","","Deficit","Final"
"25.03.2023 07:00 - 25.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","74","","Surplus","Final"
"25.03.2023 08:00 - 25.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","355","","Surplus","Final"
"25.03.2023 09:00 - 25.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","47","","Surplus","Final"
"25.03.2023 10:00 - 25.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","25","","Deficit","Final"
"25.03.2023 11:00 - 25.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","70","","Deficit","Final"
"25.03.2023 12:00 - 25.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","91","","Surplus","Final"
"25.03.2023 13:00 - 25.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","159","","Surplus","Final"
"25.03.2023 14:00 - 25.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","232","","Surplus","Final"
"25.03.2023 15:00 - 25.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","266","","Surplus","Final"
"25.03.2023 16:00 - 25.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","339","","Surplus","Final"
"25.03.2023 17:00 - 25.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","286","","Surplus","Final"
"25.03.2023 18:00 - 25.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","218","","Deficit","Final"
"25.03.2023 19:00 - 25.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","273","","Deficit","Final"
"25.03.2023 20:00 - 25.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","322","","Deficit","Final"
"25.03.2023 21:00 - 25.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","301","","Deficit","Final"
"25.03.2023 22:00 - 25.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","149","","Deficit","Final"
"25.03.2023 23:00 - 26.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","171","","Surplus","Final"
"26.03.2023 00:00 - 26.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","83","","Surplus","Final"
"26.03.2023 01:00 - 26.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","123","","Surplus","Final"
"26.03.2023 02:00 - 26.03.2023 03:00","","","","","","","","",""
"26.03.2023 03:00 - 26.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","53","","Surplus","Final"
"26.03.2023 04:00 - 26.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"26.03.2023 05:00 - 26.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","59","","Deficit","Final"
"26.03.2023 06:00 - 26.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","307","","Deficit","Final"
"26.03.2023 07:00 - 26.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","313","","Deficit","Final"
"26.03.2023 08:00 - 26.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","39","","Surplus","Final"
"26.03.2023 09:00 - 26.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"26.03.2023 10:00 - 26.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","231","","Deficit","Final"
"26.03.2023 11:00 - 26.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","51","","Surplus","Final"
"26.03.2023 12:00 - 26.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","117","","Surplus","Final"
"26.03.2023 13:00 - 26.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","205","","Deficit","Final"
"26.03.2023 14:00 - 26.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","310","","Deficit","Final"
"26.03.2023 15:00 - 26.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","166","","Deficit","Final"
"26.03.2023 16:00 - 26.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","128","","Deficit","Final"
"26.03.2023 17:00 - 26.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","351","","Deficit","Final"
"26.03.2023 18:00 - 26.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","836","","Deficit","Final"
"26.03.2023 19:00 - 26.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","971","","Deficit","Final"
"26.03.2023 20:00 - 26.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","947","","Deficit","Final"
"26.03.2023 21:00 - 26.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","640","","Deficit","Final"
"26.03.2023 22:00 - 26.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"26.03.2023 23:00 - 27.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","236","","Deficit","Final"
"27.03.2023 00:00 - 27.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","98","","Deficit","Final"
"27.03.2023 01:00 - 27.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","52","","Surplus","Final"
"27.03.2023 02:00 - 27.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","73","","Surplus","Final"
"27.03.2023 03:00 - 27.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","9","","Surplus","Final"
"27.03.2023 04:00 - 27.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"27.03.2023 05:00 - 27.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","197","","Deficit","Final"
"27.03.2023 06:00 - 27.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","633","","Deficit","Final"
"27.03.2023 07:00 - 27.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","826","","Deficit","Final"
"27.03.2023 08:00 - 27.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","646","","Deficit","Final"
"27.03.2023 09:00 - 27.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","586","","Deficit","Final"
"27.03.2023 10:00 - 27.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","659","","Deficit","Final"
"27.03.2023 11:00 - 27.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","294","","Deficit","Final"
"27.03.2023 12:00 - 27.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","43","","Deficit","Final"
"27.03.2023 13:00 - 27.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","154","","Deficit","Final"
"27.03.2023 14:00 - 27.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","217","","Deficit","Final"
"27.03.2023 15:00 - 27.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","100","","Surplus","Final"
"27.03.2023 16:00 - 27.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"27.03.2023 17:00 - 27.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","139","","Deficit","Final"
"27.03.2023 18:00 - 27.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","90","","Deficit","Final"
"27.03.2023 19:00 - 27.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","182","","Deficit","Final"
"27.03.2023 20:00 - 27.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","135","","Deficit","Final"
"27.03.2023 21:00 - 27.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","200","","Deficit","Final"
"27.03.2023 22:00 - 27.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","303","","Deficit","Final"
"27.03.2023 23:00 - 28.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","291","","Deficit","Final"
"28.03.2023 00:00 - 28.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","46","","Deficit","Final"
"28.03.2023 01:00 - 28.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","205","","Deficit","Final"
"28.03.2023 02:00 - 28.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","217","","Deficit","Final"
"28.03.2023 03:00 - 28.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","408","","Deficit","Final"
"28.03.2023 04:00 - 28.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","334","","Deficit","Final"
"28.03.2023 05:00 - 28.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","408","","Deficit","Final"
"28.03.2023 06:00 - 28.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","129","","Deficit","Final"
"28.03.2023 07:00 - 28.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","75","","Surplus","Final"
"28.03.2023 08:00 - 28.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","156","","Deficit","Final"
"28.03.2023 09:00 - 28.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","219","","Deficit","Final"
"28.03.2023 10:00 - 28.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","325","","Deficit","Final"
"28.03.2023 11:00 - 28.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","315","","Deficit","Final"
"28.03.2023 12:00 - 28.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","410","","Deficit","Final"
"28.03.2023 13:00 - 28.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","360","","Deficit","Final"
"28.03.2023 14:00 - 28.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","143","","Deficit","Final"
"28.03.2023 15:00 - 28.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","231","","Deficit","Final"
"28.03.2023 16:00 - 28.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","101","","Deficit","Final"
"28.03.2023 17:00 - 28.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","30","","Deficit","Final"
"28.03.2023 18:00 - 28.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","50","","Deficit","Final"
"28.03.2023 19:00 - 28.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","122","","Deficit","Final"
"28.03.2023 20:00 - 28.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","395","","Deficit","Final"
"28.03.2023 21:00 - 28.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","584","","Deficit","Final"
"28.03.2023 22:00 - 28.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","859","","Deficit","Final"
"28.03.2023 23:00 - 29.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","931","","Deficit","Final"
"29.03.2023 00:00 - 29.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","798","","Deficit","Final"
"29.03.2023 01:00 - 29.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","670","","Deficit","Final"
"29.03.2023 02:00 - 29.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","326","","Deficit","Final"
"29.03.2023 03:00 - 29.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","17","","Deficit","Final"
"29.03.2023 04:00 - 29.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","93","","Deficit","Final"
"29.03.2023 05:00 - 29.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","94","","Surplus","Final"
"29.03.2023 06:00 - 29.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","36","","Surplus","Final"
"29.03.2023 07:00 - 29.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","254","","Deficit","Final"
"29.03.2023 08:00 - 29.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","373","","Deficit","Final"
"29.03.2023 09:00 - 29.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","362","","Deficit","Final"
"29.03.2023 10:00 - 29.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","521","","Deficit","Final"
"29.03.2023 11:00 - 29.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","640","","Deficit","Final"
"29.03.2023 12:00 - 29.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","665","","Deficit","Final"
"29.03.2023 13:00 - 29.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","361","","Deficit","Final"
"29.03.2023 14:00 - 29.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","411","","Deficit","Final"
"29.03.2023 15:00 - 29.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","348","","Deficit","Final"
"29.03.2023 16:00 - 29.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","319","","Deficit","Final"
"29.03.2023 17:00 - 29.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","513","","Deficit","Final"
"29.03.2023 18:00 - 29.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","623","","Deficit","Final"
"29.03.2023 19:00 - 29.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","359","","Deficit","Final"
"29.03.2023 20:00 - 29.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","58","","Deficit","Final"
"29.03.2023 21:00 - 29.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","6","","Deficit","Final"
"29.03.2023 22:00 - 29.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","64","","Deficit","Final"
"29.03.2023 23:00 - 30.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","13","","Surplus","Final"
"30.03.2023 00:00 - 30.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","114","","Surplus","Final"
"30.03.2023 01:00 - 30.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","66","","Surplus","Final"
"30.03.2023 02:00 - 30.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","97","","Surplus","Final"
"30.03.2023 03:00 - 30.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","243","","Surplus","Final"
"30.03.2023 04:00 - 30.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","474","","Surplus","Final"
"30.03.2023 05:00 - 30.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","376","","Surplus","Final"
"30.03.2023 06:00 - 30.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","144","","Surplus","Final"
"30.03.2023 07:00 - 30.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","8","","Surplus","Final"
"30.03.2023 08:00 - 30.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","236","","Deficit","Final"
"30.03.2023 09:00 - 30.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","369","","Deficit","Final"
"30.03.2023 10:00 - 30.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","15","","Deficit","Final"
"30.03.2023 11:00 - 30.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","174","","Deficit","Final"
"30.03.2023 12:00 - 30.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","225","","Deficit","Final"
"30.03.2023 13:00 - 30.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","110","","Deficit","Final"
"30.03.2023 14:00 - 30.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","110","","Deficit","Final"
"30.03.2023 15:00 - 30.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","248","","Deficit","Final"
"30.03.2023 16:00 - 30.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","126","","Deficit","Final"
"30.03.2023 17:00 - 30.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","125","","Deficit","Final"
"30.03.2023 18:00 - 30.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","352","","Deficit","Final"
"30.03.2023 19:00 - 30.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","640","","Deficit","Final"
"30.03.2023 20:00 - 30.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","483","","Deficit","Final"
"30.03.2023 21:00 - 30.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","109","","Deficit","Final"
"30.03.2023 22:00 - 30.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","125","","Surplus","Final"
"30.03.2023 23:00 - 31.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","36","","Deficit","Final"
"31.03.2023 00:00 - 31.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","79","","Surplus","Final"
"31.03.2023 01:00 - 31.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","93","","Surplus","Final"
"31.03.2023 02:00 - 31.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","23","","Deficit","Final"
"31.03.2023 03:00 - 31.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"31.03.2023 04:00 - 31.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","60","","Deficit","Final"
"31.03.2023 05:00 - 31.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","19","","Surplus","Final"
"31.03.2023 06:00 - 31.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","24","","Deficit","Final"
"31.03.2023 07:00 - 31.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","96","","Deficit","Final"
"31.03.2023 08:00 - 31.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","109","","Deficit","Final"
"31.03.2023 09:00 - 31.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","198","","Deficit","Final"
"31.03.2023 10:00 - 31.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","330","","Deficit","Final"
"31.03.2023 11:00 - 31.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","176","","Deficit","Final"
"31.03.2023 12:00 - 31.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","40","","Surplus","Final"
"31.03.2023 13:00 - 31.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","8","","Deficit","Final"
"31.03.2023 14:00 - 31.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","97","","Surplus","Final"
"31.03.2023 15:00 - 31.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","151","","Surplus","Final"
"31.03.2023 16:00 - 31.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","122","","Surplus","Final"
"31.03.2023 17:00 - 31.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","121","","Surplus","Final"
"31.03.2023 18:00 - 31.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","169","","Deficit","Final"
"31.03.2023 19:00 - 31.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","239","","Deficit","Final"
"31.03.2023 20:00 - 31.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","142","","Deficit","Final"
"31.03.2023 21:00 - 31.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","336","","Deficit","Final"
"31.03.2023 22:00 - 31.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","319","","Deficit","Final"
"31.03.2023 23:00 - 01.04.2023 00:00","n/e","n/e","n/e","n/e","n/e","164","","Deficit","Final"
"01.04.2023 00:00 - 01.04.2023 01:00","n/e","n/e","n/e","n/e","n/e","157","","Deficit","Final"
"01.04.2023 01:00 - 01.04.2023 02:00","n/e","n/e","n/e","n/e","n/e","145","","Deficit","Final"
"01.04.2023 02:00 - 01.04.2023 03:00","n/e","n/e","n/e","n/e","n/e","137","","Deficit","Final"
"01.04.2023 03:00 - 01.04.2023 04:00","n/e","n/e","n/e","n/e","n/e","67","","Deficit","Final"
"01.04.2023 04:00 - 01.04.2023 05:00","n/e","n/e","n/e","n/e","n/e","58","","Deficit","Final"
"01.04.2023 05:00 - 01.04.2023 06:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"01.04.2023 06:00 - 01.04.2023 07:00","n/e","n/e","n/e","n/e","n/e","152","","Surplus","Final"
"01.04.2023 07:00 - 01.04.2023 08:00","n/e","n/e","n/e","n/e","n/e","147","","Surplus","Final"
"01.04.2023 08:00 - 01.04.2023 09:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"01.04.2023 09:00 - 01.04.2023 10:00","n/e","n/e","n/e","n/e","n/e","429","","Deficit","Final"
"01.04.2023 10:00 - 01.04.2023 11:00","n/e","n/e","n/e","n/e","n/e","400","","Deficit","Final"
"01.04.2023 11:00 - 01.04.2023 12:00","n/e","n/e","n/e","n/e","n/e","98","","Surplus","Final"
"01.04.2023 12:00 - 01.04.2023 13:00","n/e","n/e","n/e","n/e","n/e","543","","Surplus","Final"
"01.04.2023 13:00 - 01.04.2023 14:00","n/e","n/e","n/e","n/e","n/e","312","","Surplus","Final"
"01.04.2023 14:00 - 01.04.2023 15:00","n/e","n/e","n/e","n/e","n/e","513","","Surplus","Final"
"01.04.2023 15:00 - 01.04.2023 16:00","n/e","n/e","n/e","n/e","n/e","379","","Surplus","Final"
"01.04.2023 16:00 - 01.04.2023 17:00","n/e","n/e","n/e","n/e","n/e","347","","Surplus","Final"
"01.04.2023 17:00 - 01.04.2023 18:00","n/e","n/e","n/e","n/e","n/e","574","","Surplus","Final"
"01.04.2023 18:00 - 01.04.2023 19:00","n/e","n/e","n/e","n/e","n/e","501","","Surplus","Final"
"01.04.2023 19:00 - 01.04.2023 20:00","n/e","n/e","n/e","n/e","n/e","387","","Surplus","Final"
"01.04.2023 20:00 - 01.04.2023 21:00","n/e","n/e","n/e","n/e","n/e","435","","Surplus","Final"
"01.04.2023 21:00 - 01.04.2023 22:00","n/e","n/e","n/e","n/e","n/e","339","","Surplus","Final"
"01.04.2023 22:00 - 01.04.2023 23:00","n/e","n/e","n/e","n/e","n/e","396","","Surplus","Final"
"01.04.2023 23:00 - 02.04.2023 00:00","n/e","n/e","n/e","n/e","n/e","239","","Surplus","Final"
"02.04.2023 00:00 - 02.04.2023 01:00","n/e","n/e","n/e","n/e","n/e","193","","Deficit","Final"
"02.04.2023 01:00 - 02.04.2023 02:00","n/e","n/e","n/e","n/e","n/e","244","","Deficit","Final"
"02.04.2023 02:00 - 02.04.2023 03:00","n/e","n/e","n/e","n/e","n/e","171","","Deficit","Final"
"02.04.2023 03:00 - 02.04.2023 04:00","n/e","n/e","n/e","n/e","n/e","161","","Deficit","Final"
"02.04.2023 04:00 - 02.04.2023 05:00","n/e","n/e","n/e","n/e","n/e","153","","Deficit","Final"
"02.04.2023 05:00 - 02.04.2023 06:00","n/e","n/e","n/e","n/e","n/e","145","","Deficit","Final"
"02.04.2023 06:00 - 02.04.2023 07:00","n/e","n/e","n/e","n/e","n/e","37","","Deficit","Final"
"02.04.2023 07:00 - 02.04.2023 08:00","n/e","n/e","n/e","n/e","n/e","64","","Surplus","Final"
"02.04.2023 08:00 - 02.04.2023 09:00","n/e","n/e","n/e","n/e","n/e","20","","Deficit","Final"
"02.04.2023 09:00 - 02.04.2023 10:00","n/e","n/e","n/e","n/e","n/e","61","","Deficit","Final"
"02.04.2023 10:00 - 02.04.2023 11:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"02.04.2023 11:00 - 02.04.2023 12:00","n/e","n/e","n/e","n/e","n/e","90","","Surplus","Final"
"02.04.2023 12:00 - 02.04.2023 13:00","n/e","n/e","n/e","n/e","n/e","255","","Surplus","Final"
"02.04.2023 13:00 - 02.04.2023 14:00","n/e","n/e","n/e","n/e","n/e","213","","Surplus","Final"
"02.04.2023 14:00 - 02.04.2023 15:00","n/e","n/e","n/e","n/e","n/e","64","","Deficit","Final"
"02.04.2023 15:00 - 02.04.2023 16:00","n/e","n/e","n/e","n/e","n/e","71","","Deficit","Final"
"02.04.2023 16:00 - 02.04.2023 17:00","n/e","n/e","n/e","n/e","n/e","197","","Surplus","Final"
"02.04.2023 17:00 - 02.04.2023 18:00","n/e","n/e","n/e","n/e","n/e","64","","Deficit","Final"
"02.04.2023 18:00 - 02.04.2023 19:00","n/e","n/e","n/e","n/e","n/e","16","","Deficit","Final"
"02.04.2023 19:00 - 02.04.2023 20:00","n/e","n/e","n/e","n/e","n/e","10","","Surplus","Final"
"02.04.2023 20:00 - 02.04.2023 21:00","n/e","n/e","n/e","n/e","n/e","52","","Surplus","Final"
